Sector,Subsector,Country,Year,Flow,Measure Type,Unit,Value,Marker
creative-industries,crafts,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,film-tv-radio-and-photography,liechtenstein,year/2018,exports,Current prices,GBP Million,0.3,
creative-industries,it-software-and-computer-services,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,publishing,liechtenstein,year/2018,exports,Current prices,GBP Million,0.7,
creative-industries,museums-galleries-and-libraries,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,manufacturing-of-electronics-and-computers,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
digital-sector,publishing-excluding-translation-and-interpretation-activities,liechtenstein,year/2018,exports,Current prices,GBP Million,0.6,
digital-sector,software-publishing,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,liechtenstein,year/2018,exports,Current prices,GBP Million,0.3,
digital-sector,telecommunications,liechtenstein,year/2018,exports,Current prices,GBP Million,0.6,
digital-sector,computer-programming-consultancy-and-related-activities,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,information-service-activities,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,repair-of-computers-and-communication-equipment,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,arts,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,film-tv-and-music,liechtenstein,year/2018,exports,Current prices,GBP Million,0.3,
cultural-sector,radio,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,cultural-crafts,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,liechtenstein,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,liechtenstein,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,liechtenstein,year/2018,exports,Current prices,GBP Million,0.3,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,norway,year/2018,exports,Current prices,GBP Million,423.4,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,norway,year/2018,exports,Current prices,GBP Million,235.4,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,norway,year/2018,exports,Current prices,GBP Million,670.9,
gambling,not-applicable,norway,year/2018,exports,Current prices,GBP Million,0.0,
sport,not-applicable,norway,year/2018,exports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,norway,year/2018,exports,Current prices,GBP Million,109.8,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,norway,year/2018,exports,Current prices,GBP Million,757.0,
creative-industries,advertising-and-marketing,norway,year/2018,exports,Current prices,GBP Million,12.8,
creative-industries,architecture,norway,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,crafts,norway,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,norway,year/2018,exports,Current prices,GBP Million,2.2,
creative-industries,film-tv-radio-and-photography,norway,year/2018,exports,Current prices,GBP Million,228.7,
creative-industries,it-software-and-computer-services,norway,year/2018,exports,Current prices,GBP Million,152.2,
creative-industries,publishing,norway,year/2018,exports,Current prices,GBP Million,19.8,
creative-industries,museums-galleries-and-libraries,norway,year/2018,exports,Current prices,GBP Million,0.2,
creative-industries,music-performing-and-visual-arts,norway,year/2018,exports,Current prices,GBP Million,6.4,
digital-sector,manufacturing-of-electronics-and-computers,norway,year/2018,exports,Current prices,GBP Million,3.2,
digital-sector,wholesale-of-computers-and-electronics,norway,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,norway,year/2018,exports,Current prices,GBP Million,19.6,
digital-sector,software-publishing,norway,year/2018,exports,Current prices,GBP Million,14.4,
digital-sector,film-tv-video-radio-and-music,norway,year/2018,exports,Current prices,GBP Million,231.2,
digital-sector,telecommunications,norway,year/2018,exports,Current prices,GBP Million,109.8,
digital-sector,computer-programming-consultancy-and-related-activities,norway,year/2018,exports,Current prices,GBP Million,178.0,
digital-sector,information-service-activities,norway,year/2018,exports,Current prices,GBP Million,40.2,
digital-sector,repair-of-computers-and-communication-equipment,norway,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,arts,norway,year/2018,exports,Current prices,GBP Million,3.6,
cultural-sector,film-tv-and-music,norway,year/2018,exports,Current prices,GBP Million,230.6,
cultural-sector,radio,norway,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,norway,year/2018,exports,Current prices,GBP Million,0.3,
cultural-sector,cultural-crafts,norway,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,norway,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,norway,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,norway,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,norway,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,norway,year/2018,exports,Current prices,GBP Million,232.6,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,switzerland,year/2018,exports,Current prices,GBP Million,1431.5,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,switzerland,year/2018,exports,Current prices,GBP Million,199.0,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,switzerland,year/2018,exports,Current prices,GBP Million,2900.6,
gambling,not-applicable,switzerland,year/2018,exports,Current prices,GBP Million,0.0,
sport,not-applicable,switzerland,year/2018,exports,Current prices,GBP Million,130.8,
telecoms,not-applicable,switzerland,year/2018,exports,Current prices,GBP Million,96.3,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,switzerland,year/2018,exports,Current prices,GBP Million,3491.5,
creative-industries,advertising-and-marketing,switzerland,year/2018,exports,Current prices,GBP Million,273.1,
creative-industries,architecture,switzerland,year/2018,exports,Current prices,GBP Million,2.2,
creative-industries,crafts,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,switzerland,year/2018,exports,Current prices,GBP Million,51.8,
creative-industries,film-tv-radio-and-photography,switzerland,year/2018,exports,Current prices,GBP Million,80.5,
creative-industries,it-software-and-computer-services,switzerland,year/2018,exports,Current prices,GBP Million,836.2,
creative-industries,publishing,switzerland,year/2018,exports,Current prices,GBP Million,74.8,
creative-industries,museums-galleries-and-libraries,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,switzerland,year/2018,exports,Current prices,GBP Million,112.6,
digital-sector,manufacturing-of-electronics-and-computers,switzerland,year/2018,exports,Current prices,GBP Million,3.6,
digital-sector,wholesale-of-computers-and-electronics,switzerland,year/2018,exports,Current prices,GBP Million,92.3,
digital-sector,publishing-excluding-translation-and-interpretation-activities,switzerland,year/2018,exports,Current prices,GBP Million,62.8,
digital-sector,software-publishing,switzerland,year/2018,exports,Current prices,GBP Million,15.9,
digital-sector,film-tv-video-radio-and-music,switzerland,year/2018,exports,Current prices,GBP Million,77.9,
digital-sector,telecommunications,switzerland,year/2018,exports,Current prices,GBP Million,96.3,
digital-sector,computer-programming-consultancy-and-related-activities,switzerland,year/2018,exports,Current prices,GBP Million,1075.7,
digital-sector,information-service-activities,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,repair-of-computers-and-communication-equipment,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,arts,switzerland,year/2018,exports,Current prices,GBP Million,104.6,
cultural-sector,film-tv-and-music,switzerland,year/2018,exports,Current prices,GBP Million,82.1,
cultural-sector,radio,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,switzerland,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,switzerland,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,switzerland,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,switzerland,year/2018,exports,Current prices,GBP Million,,suppressed
dcms-sectors-exc-tourism-and-civil-society,creative-industries,americas,year/2018,exports,Current prices,GBP Million,10898.9,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,americas,year/2018,exports,Current prices,GBP Million,2169.1,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,americas,year/2018,exports,Current prices,GBP Million,14557.4,
gambling,not-applicable,americas,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,americas,year/2018,exports,Current prices,GBP Million,757.3,
telecoms,not-applicable,americas,year/2018,exports,Current prices,GBP Million,1178.7,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,americas,year/2018,exports,Current prices,GBP Million,16692.1,
creative-industries,advertising-and-marketing,americas,year/2018,exports,Current prices,GBP Million,775.0,
creative-industries,architecture,americas,year/2018,exports,Current prices,GBP Million,104.3,
creative-industries,crafts,americas,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,americas,year/2018,exports,Current prices,GBP Million,148.9,
creative-industries,film-tv-radio-and-photography,americas,year/2018,exports,Current prices,GBP Million,1660.0,
creative-industries,it-software-and-computer-services,americas,year/2018,exports,Current prices,GBP Million,7105.6,
creative-industries,publishing,americas,year/2018,exports,Current prices,GBP Million,596.0,
creative-industries,museums-galleries-and-libraries,americas,year/2018,exports,Current prices,GBP Million,9.6,
creative-industries,music-performing-and-visual-arts,americas,year/2018,exports,Current prices,GBP Million,499.5,
digital-sector,manufacturing-of-electronics-and-computers,americas,year/2018,exports,Current prices,GBP Million,48.1,
digital-sector,wholesale-of-computers-and-electronics,americas,year/2018,exports,Current prices,GBP Million,418.8,
digital-sector,publishing-excluding-translation-and-interpretation-activities,americas,year/2018,exports,Current prices,GBP Million,552.6,
digital-sector,software-publishing,americas,year/2018,exports,Current prices,GBP Million,331.3,
digital-sector,film-tv-video-radio-and-music,americas,year/2018,exports,Current prices,GBP Million,1888.1,
digital-sector,telecommunications,americas,year/2018,exports,Current prices,GBP Million,1178.7,
digital-sector,computer-programming-consultancy-and-related-activities,americas,year/2018,exports,Current prices,GBP Million,8115.5,
digital-sector,information-service-activities,americas,year/2018,exports,Current prices,GBP Million,1963.9,
digital-sector,repair-of-computers-and-communication-equipment,americas,year/2018,exports,Current prices,GBP Million,60.5,
cultural-sector,arts,americas,year/2018,exports,Current prices,GBP Million,249.2,
cultural-sector,film-tv-and-music,americas,year/2018,exports,Current prices,GBP Million,1876.9,
cultural-sector,radio,americas,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,americas,year/2018,exports,Current prices,GBP Million,22.2,
cultural-sector,cultural-crafts,americas,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,americas,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,americas,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,americas,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,americas,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,americas,year/2018,exports,Current prices,GBP Million,2622.2,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,nafta,year/2018,exports,Current prices,GBP Million,10452.5,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,nafta,year/2018,exports,Current prices,GBP Million,2074.0,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,nafta,year/2018,exports,Current prices,GBP Million,13826.3,
gambling,not-applicable,nafta,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,nafta,year/2018,exports,Current prices,GBP Million,661.7,
telecoms,not-applicable,nafta,year/2018,exports,Current prices,GBP Million,1020.2,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,nafta,year/2018,exports,Current prices,GBP Million,15762.3,
creative-industries,advertising-and-marketing,nafta,year/2018,exports,Current prices,GBP Million,699.1,
creative-industries,architecture,nafta,year/2018,exports,Current prices,GBP Million,100.0,
creative-industries,crafts,nafta,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,nafta,year/2018,exports,Current prices,GBP Million,139.3,
creative-industries,film-tv-radio-and-photography,nafta,year/2018,exports,Current prices,GBP Million,1579.4,
creative-industries,it-software-and-computer-services,nafta,year/2018,exports,Current prices,GBP Million,6894.1,
creative-industries,publishing,nafta,year/2018,exports,Current prices,GBP Million,545.9,
creative-industries,museums-galleries-and-libraries,nafta,year/2018,exports,Current prices,GBP Million,9.4,
creative-industries,music-performing-and-visual-arts,nafta,year/2018,exports,Current prices,GBP Million,485.3,
digital-sector,manufacturing-of-electronics-and-computers,nafta,year/2018,exports,Current prices,GBP Million,44.2,
digital-sector,wholesale-of-computers-and-electronics,nafta,year/2018,exports,Current prices,GBP Million,417.4,
digital-sector,publishing-excluding-translation-and-interpretation-activities,nafta,year/2018,exports,Current prices,GBP Million,503.8,
digital-sector,software-publishing,nafta,year/2018,exports,Current prices,GBP Million,325.0,
digital-sector,film-tv-video-radio-and-music,nafta,year/2018,exports,Current prices,GBP Million,1797.0,
digital-sector,telecommunications,nafta,year/2018,exports,Current prices,GBP Million,1020.2,
digital-sector,computer-programming-consultancy-and-related-activities,nafta,year/2018,exports,Current prices,GBP Million,7720.0,
digital-sector,information-service-activities,nafta,year/2018,exports,Current prices,GBP Million,1939.8,
digital-sector,repair-of-computers-and-communication-equipment,nafta,year/2018,exports,Current prices,GBP Million,58.9,
cultural-sector,arts,nafta,year/2018,exports,Current prices,GBP Million,245.5,
cultural-sector,film-tv-and-music,nafta,year/2018,exports,Current prices,GBP Million,1785.8,
cultural-sector,radio,nafta,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,nafta,year/2018,exports,Current prices,GBP Million,22.2,
cultural-sector,cultural-crafts,nafta,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,nafta,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,nafta,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,nafta,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,nafta,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,nafta,year/2018,exports,Current prices,GBP Million,2530.2,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,canada,year/2018,exports,Current prices,GBP Million,450.8,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,canada,year/2018,exports,Current prices,GBP Million,106.7,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,canada,year/2018,exports,Current prices,GBP Million,645.7,
gambling,not-applicable,canada,year/2018,exports,Current prices,GBP Million,0.0,
sport,not-applicable,canada,year/2018,exports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,canada,year/2018,exports,Current prices,GBP Million,,suppressed
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,canada,year/2018,exports,Current prices,GBP Million,719.1,
creative-industries,advertising-and-marketing,canada,year/2018,exports,Current prices,GBP Million,18.5,
creative-industries,architecture,canada,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,crafts,canada,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,canada,year/2018,exports,Current prices,GBP Million,2.5,
creative-industries,film-tv-radio-and-photography,canada,year/2018,exports,Current prices,GBP Million,79.5,
creative-industries,it-software-and-computer-services,canada,year/2018,exports,Current prices,GBP Million,267.1,
creative-industries,publishing,canada,year/2018,exports,Current prices,GBP Million,32.4,
creative-industries,museums-galleries-and-libraries,canada,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,canada,year/2018,exports,Current prices,GBP Million,26.5,
digital-sector,manufacturing-of-electronics-and-computers,canada,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,canada,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,canada,year/2018,exports,Current prices,GBP Million,31.8,
digital-sector,software-publishing,canada,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,canada,year/2018,exports,Current prices,GBP Million,96.4,
digital-sector,telecommunications,canada,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,computer-programming-consultancy-and-related-activities,canada,year/2018,exports,Current prices,GBP Million,324.6,
digital-sector,information-service-activities,canada,year/2018,exports,Current prices,GBP Million,42.0,
digital-sector,repair-of-computers-and-communication-equipment,canada,year/2018,exports,Current prices,GBP Million,0.6,
cultural-sector,arts,canada,year/2018,exports,Current prices,GBP Million,6.7,
cultural-sector,film-tv-and-music,canada,year/2018,exports,Current prices,GBP Million,96.4,
cultural-sector,radio,canada,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,canada,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,canada,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,canada,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,canada,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,canada,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,canada,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,canada,year/2018,exports,Current prices,GBP Million,113.0,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,mexico,year/2018,exports,Current prices,GBP Million,89.5,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,mexico,year/2018,exports,Current prices,GBP Million,34.8,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,mexico,year/2018,exports,Current prices,GBP Million,110.1,
gambling,not-applicable,mexico,year/2018,exports,Current prices,GBP Million,0.0,
sport,not-applicable,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
telecoms,not-applicable,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,mexico,year/2018,exports,Current prices,GBP Million,171.2,
creative-industries,advertising-and-marketing,mexico,year/2018,exports,Current prices,GBP Million,7.6,
creative-industries,architecture,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,crafts,mexico,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,mexico,year/2018,exports,Current prices,GBP Million,0.5,
creative-industries,film-tv-radio-and-photography,mexico,year/2018,exports,Current prices,GBP Million,31.7,
creative-industries,it-software-and-computer-services,mexico,year/2018,exports,Current prices,GBP Million,28.2,
creative-industries,publishing,mexico,year/2018,exports,Current prices,GBP Million,8.9,
creative-industries,museums-galleries-and-libraries,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,mexico,year/2018,exports,Current prices,GBP Million,3.0,
digital-sector,manufacturing-of-electronics-and-computers,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,mexico,year/2018,exports,Current prices,GBP Million,8.9,
digital-sector,software-publishing,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,mexico,year/2018,exports,Current prices,GBP Million,34.3,
digital-sector,telecommunications,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,computer-programming-consultancy-and-related-activities,mexico,year/2018,exports,Current prices,GBP Million,28.4,
digital-sector,information-service-activities,mexico,year/2018,exports,Current prices,GBP Million,2.5,
digital-sector,repair-of-computers-and-communication-equipment,mexico,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,arts,mexico,year/2018,exports,Current prices,GBP Million,0.4,
cultural-sector,film-tv-and-music,mexico,year/2018,exports,Current prices,GBP Million,34.2,
cultural-sector,radio,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,mexico,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,mexico,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,mexico,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,mexico,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,mexico,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,mexico,year/2018,exports,Current prices,GBP Million,34.4,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,usa,year/2018,exports,Current prices,GBP Million,9912.2,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,usa,year/2018,exports,Current prices,GBP Million,1932.6,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,usa,year/2018,exports,Current prices,GBP Million,13070.5,
gambling,not-applicable,usa,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,usa,year/2018,exports,Current prices,GBP Million,600.8,
telecoms,not-applicable,usa,year/2018,exports,Current prices,GBP Million,862.4,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,usa,year/2018,exports,Current prices,GBP Million,14871.9,
creative-industries,advertising-and-marketing,usa,year/2018,exports,Current prices,GBP Million,673.0,
creative-industries,architecture,usa,year/2018,exports,Current prices,GBP Million,66.8,
creative-industries,crafts,usa,year/2018,exports,Current prices,GBP Million,0.0,
creative-industries,design-and-designer-fashion,usa,year/2018,exports,Current prices,GBP Million,136.3,
creative-industries,film-tv-radio-and-photography,usa,year/2018,exports,Current prices,GBP Million,1468.1,
creative-industries,it-software-and-computer-services,usa,year/2018,exports,Current prices,GBP Million,6598.8,
creative-industries,publishing,usa,year/2018,exports,Current prices,GBP Million,504.7,
creative-industries,museums-galleries-and-libraries,usa,year/2018,exports,Current prices,GBP Million,8.7,
creative-industries,music-performing-and-visual-arts,usa,year/2018,exports,Current prices,GBP Million,455.8,
digital-sector,manufacturing-of-electronics-and-computers,usa,year/2018,exports,Current prices,GBP Million,40.5,
digital-sector,wholesale-of-computers-and-electronics,usa,year/2018,exports,Current prices,GBP Million,399.1,
digital-sector,publishing-excluding-translation-and-interpretation-activities,usa,year/2018,exports,Current prices,GBP Million,463.1,
digital-sector,software-publishing,usa,year/2018,exports,Current prices,GBP Million,318.5,
digital-sector,film-tv-video-radio-and-music,usa,year/2018,exports,Current prices,GBP Million,1666.2,
digital-sector,telecommunications,usa,year/2018,exports,Current prices,GBP Million,862.4,
digital-sector,computer-programming-consultancy-and-related-activities,usa,year/2018,exports,Current prices,GBP Million,7367.1,
digital-sector,information-service-activities,usa,year/2018,exports,Current prices,GBP Million,1895.2,
digital-sector,repair-of-computers-and-communication-equipment,usa,year/2018,exports,Current prices,GBP Million,58.3,
cultural-sector,arts,usa,year/2018,exports,Current prices,GBP Million,238.4,
cultural-sector,film-tv-and-music,usa,year/2018,exports,Current prices,GBP Million,1655.2,
cultural-sector,radio,usa,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,usa,year/2018,exports,Current prices,GBP Million,19.2,
cultural-sector,cultural-crafts,usa,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,museums-and-galleries,usa,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,usa,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,usa,year/2018,exports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,usa,year/2018,exports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,usa,year/2018,exports,Current prices,GBP Million,2382.7,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,416.5,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,86.4,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,687.3,
gambling,not-applicable,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,49.3,
telecoms,not-applicable,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,149.5,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,839.5,
creative-industries,advertising-and-marketing,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,75.7,
creative-industries,architecture,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,4.3,
creative-industries,crafts,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,9.5,
creative-industries,film-tv-radio-and-photography,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,71.9,
creative-industries,it-software-and-computer-services,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,190.7,
creative-industries,publishing,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,49.9,
creative-industries,museums-galleries-and-libraries,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,14.2,
digital-sector,manufacturing-of-electronics-and-computers,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,1.2,
digital-sector,publishing-excluding-translation-and-interpretation-activities,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,48.7,
digital-sector,software-publishing,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,6.3,
digital-sector,film-tv-video-radio-and-music,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,82.4,
digital-sector,telecommunications,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,149.5,
digital-sector,computer-programming-consultancy-and-related-activities,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,374.3,
digital-sector,information-service-activities,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,19.4,
digital-sector,repair-of-computers-and-communication-equipment,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,arts,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,3.7,
cultural-sector,film-tv-and-music,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,82.4,
cultural-sector,radio,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,photography,latin-america-caribbean,year/2018,exports,Current prices,GBP Million,,suppressed
