Sector,Subsector,Country,Year,Flow,Measure Type,Unit,Value,Marker
dcms-sectors-exc-tourism-and-civil-society,digital-sector,africa,year/2018,imports,Current prices,GBP Million,570.5,
gambling,not-applicable,africa,year/2018,imports,Current prices,GBP Million,,suppressed
sport,not-applicable,africa,year/2018,imports,Current prices,GBP Million,7.5,
telecoms,not-applicable,africa,year/2018,imports,Current prices,GBP Million,211.1,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,africa,year/2018,imports,Current prices,GBP Million,604.3,
creative-industries,advertising-and-marketing,africa,year/2018,imports,Current prices,GBP Million,8.8,
creative-industries,architecture,africa,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,crafts,africa,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,africa,year/2018,imports,Current prices,GBP Million,1.6,
creative-industries,film-tv-radio-and-photography,africa,year/2018,imports,Current prices,GBP Million,97.8,
creative-industries,it-software-and-computer-services,africa,year/2018,imports,Current prices,GBP Million,102.8,
creative-industries,publishing,africa,year/2018,imports,Current prices,GBP Million,7.2,
creative-industries,museums-galleries-and-libraries,africa,year/2018,imports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,africa,year/2018,imports,Current prices,GBP Million,0.8,
digital-sector,manufacturing-of-electronics-and-computers,africa,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,africa,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,publishing-excluding-translation-and-interpretation-activities,africa,year/2018,imports,Current prices,GBP Million,6.5,
digital-sector,software-publishing,africa,year/2018,imports,Current prices,GBP Million,,suppressed
digital-sector,film-tv-video-radio-and-music,africa,year/2018,imports,Current prices,GBP Million,98.1,
digital-sector,telecommunications,africa,year/2018,imports,Current prices,GBP Million,211.1,
digital-sector,computer-programming-consultancy-and-related-activities,africa,year/2018,imports,Current prices,GBP Million,177.1,
digital-sector,information-service-activities,africa,year/2018,imports,Current prices,GBP Million,12.4,
digital-sector,repair-of-computers-and-communication-equipment,africa,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,arts,africa,year/2018,imports,Current prices,GBP Million,0.2,
cultural-sector,film-tv-and-music,africa,year/2018,imports,Current prices,GBP Million,96.6,
cultural-sector,radio,africa,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,photography,africa,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-crafts,africa,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,africa,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,library-and-archives,africa,year/2018,imports,Current prices,GBP Million,,suppressed
cultural-sector,cultural-education,africa,year/2018,imports,Current prices,GBP Million,0.0,
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,africa,year/2018,imports,Current prices,GBP Million,0.0,
audio-visual,audio-visual,africa,year/2018,imports,Current prices,GBP Million,99.8,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,world,year/2018,exports,Current prices,GBP Million,35596.7,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,world,year/2018,exports,Current prices,GBP Million,8813.8,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,world,year/2018,exports,Current prices,GBP Million,51413.3,
gambling,not-applicable,world,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,world,year/2018,exports,Current prices,GBP Million,3165.3,
telecoms,not-applicable,world,year/2018,exports,Current prices,GBP Million,5365.2,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,world,year/2018,exports,Current prices,GBP Million,62567.6,
creative-industries,advertising-and-marketing,world,year/2018,exports,Current prices,GBP Million,4983.8,
creative-industries,architecture,world,year/2018,exports,Current prices,GBP Million,539.8,
creative-industries,crafts,world,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,world,year/2018,exports,Current prices,GBP Million,486.3,
creative-industries,film-tv-radio-and-photography,world,year/2018,exports,Current prices,GBP Million,7364.4,
creative-industries,it-software-and-computer-services,world,year/2018,exports,Current prices,GBP Million,18789.4,
creative-industries,publishing,world,year/2018,exports,Current prices,GBP Million,1990.7,
creative-industries,museums-galleries-and-libraries,world,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,world,year/2018,exports,Current prices,GBP Million,1422.7,
digital-sector,manufacturing-of-electronics-and-computers,world,year/2018,exports,Current prices,GBP Million,166.7,
digital-sector,wholesale-of-computers-and-electronics,world,year/2018,exports,Current prices,GBP Million,3413.1,
digital-sector,publishing-excluding-translation-and-interpretation-activities,world,year/2018,exports,Current prices,GBP Million,1827.9,
digital-sector,software-publishing,world,year/2018,exports,Current prices,GBP Million,926.7,
digital-sector,film-tv-video-radio-and-music,world,year/2018,exports,Current prices,GBP Million,8101.4,
digital-sector,telecommunications,world,year/2018,exports,Current prices,GBP Million,5365.2,
digital-sector,computer-programming-consultancy-and-related-activities,world,year/2018,exports,Current prices,GBP Million,24927.9,
digital-sector,information-service-activities,world,year/2018,exports,Current prices,GBP Million,6362.5,
digital-sector,repair-of-computers-and-communication-equipment,world,year/2018,exports,Current prices,GBP Million,322.0,
cultural-sector,arts,world,year/2018,exports,Current prices,GBP Million,629.1,
cultural-sector,film-tv-and-music,world,year/2018,exports,Current prices,GBP Million,8085.2,
cultural-sector,radio,world,year/2018,exports,Current prices,GBP Million,23.1,
cultural-sector,photography,world,year/2018,exports,Current prices,GBP Million,56.1,
cultural-sector,cultural-crafts,world,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,world,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,world,year/2018,exports,Current prices,GBP Million,17.6,
cultural-sector,cultural-education,world,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,world,year/2018,exports,Current prices,GBP Million,,suppressed
audio-visual,audio-visual,world,year/2018,exports,Current prices,GBP Million,10385.3,
all-uk-2018-pink-book-estimate,all-uk-2018-pink-book-estimate,world,year/2018,exports,Current prices,GBP Million,297419.0,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,europe,year/2018,exports,Current prices,GBP Million,18756.8,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,europe,year/2018,exports,Current prices,GBP Million,4996.5,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,europe,year/2018,exports,Current prices,GBP Million,27363.7,
gambling,not-applicable,europe,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,europe,year/2018,exports,Current prices,GBP Million,1511.1,
telecoms,not-applicable,europe,year/2018,exports,Current prices,GBP Million,2458.6,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,europe,year/2018,exports,Current prices,GBP Million,34684.3,
creative-industries,advertising-and-marketing,europe,year/2018,exports,Current prices,GBP Million,3894.8,
creative-industries,architecture,europe,year/2018,exports,Current prices,GBP Million,151.1,
creative-industries,crafts,europe,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,europe,year/2018,exports,Current prices,GBP Million,240.9,
creative-industries,film-tv-radio-and-photography,europe,year/2018,exports,Current prices,GBP Million,4210.7,
creative-industries,it-software-and-computer-services,europe,year/2018,exports,Current prices,GBP Million,8633.0,
creative-industries,publishing,europe,year/2018,exports,Current prices,GBP Million,847.6,
creative-industries,museums-galleries-and-libraries,europe,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,europe,year/2018,exports,Current prices,GBP Million,771.5,
digital-sector,manufacturing-of-electronics-and-computers,europe,year/2018,exports,Current prices,GBP Million,73.5,
digital-sector,wholesale-of-computers-and-electronics,europe,year/2018,exports,Current prices,GBP Million,2520.7,
digital-sector,publishing-excluding-translation-and-interpretation-activities,europe,year/2018,exports,Current prices,GBP Million,735.6,
digital-sector,software-publishing,europe,year/2018,exports,Current prices,GBP Million,368.0,
digital-sector,film-tv-video-radio-and-music,europe,year/2018,exports,Current prices,GBP Million,4662.1,
digital-sector,telecommunications,europe,year/2018,exports,Current prices,GBP Million,2458.6,
digital-sector,computer-programming-consultancy-and-related-activities,europe,year/2018,exports,Current prices,GBP Million,12390.2,
digital-sector,information-service-activities,europe,year/2018,exports,Current prices,GBP Million,3923.3,
digital-sector,repair-of-computers-and-communication-equipment,europe,year/2018,exports,Current prices,GBP Million,231.6,
cultural-sector,arts,europe,year/2018,exports,Current prices,GBP Million,289.3,
cultural-sector,film-tv-and-music,europe,year/2018,exports,Current prices,GBP Million,4663.2,
cultural-sector,radio,europe,year/2018,exports,Current prices,GBP Million,5.8,
cultural-sector,photography,europe,year/2018,exports,Current prices,GBP Million,30.5,
cultural-sector,cultural-crafts,europe,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,museums-and-galleries,europe,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,library-and-archives,europe,year/2018,exports,Current prices,GBP Million,6.1,
cultural-sector,cultural-education,europe,year/2018,exports,Current prices,GBP Million,,suppressed
cultural-sector,operation-of-historical-sites-and-similar-visitor-attractions,europe,year/2018,exports,Current prices,GBP Million,,suppressed
audio-visual,audio-visual,europe,year/2018,exports,Current prices,GBP Million,6133.7,
dcms-sectors-exc-tourism-and-civil-society,creative-industries,european-union,year/2018,exports,Current prices,GBP Million,15376.6,
dcms-sectors-exc-tourism-and-civil-society,cultural-sector,european-union,year/2018,exports,Current prices,GBP Million,4136.4,
dcms-sectors-exc-tourism-and-civil-society,digital-sector,european-union,year/2018,exports,Current prices,GBP Million,21568.1,
gambling,not-applicable,european-union,year/2018,exports,Current prices,GBP Million,,suppressed
sport,not-applicable,european-union,year/2018,exports,Current prices,GBP Million,1249.3,
telecoms,not-applicable,european-union,year/2018,exports,Current prices,GBP Million,2058.0,
dcms-sectors-exc-tourism-and-civil-society,dcms-sectors-exc-tourism-and-civil-society,european-union,year/2018,exports,Current prices,GBP Million,27982.9,
creative-industries,advertising-and-marketing,european-union,year/2018,exports,Current prices,GBP Million,3492.2,
creative-industries,architecture,european-union,year/2018,exports,Current prices,GBP Million,127.7,
creative-industries,crafts,european-union,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,design-and-designer-fashion,european-union,year/2018,exports,Current prices,GBP Million,175.3,
creative-industries,film-tv-radio-and-photography,european-union,year/2018,exports,Current prices,GBP Million,3488.8,
creative-industries,it-software-and-computer-services,european-union,year/2018,exports,Current prices,GBP Million,6750.1,
creative-industries,publishing,european-union,year/2018,exports,Current prices,GBP Million,696.4,
creative-industries,museums-galleries-and-libraries,european-union,year/2018,exports,Current prices,GBP Million,,suppressed
creative-industries,music-performing-and-visual-arts,european-union,year/2018,exports,Current prices,GBP Million,640.2,
digital-sector,manufacturing-of-electronics-and-computers,european-union,year/2018,exports,Current prices,GBP Million,,suppressed
digital-sector,wholesale-of-computers-and-electronics,european-union,year/2018,exports,Current prices,GBP Million,2342.0,
